ACDate,UserID,UserName,Name,DescPol,UserDesc,Country,PlaceType,Coord,Verified,NrFollowers
2011-04-08 11:52:22,279003658,ZAVEgg,Xavier Deleon,0.0,Former competitive halo player.  Rising Melee player. U.S. Army Soldier.,"Austin, Texas",None,None,False,277
2011-04-08 11:52:22,279003658,ZAVEgg,Xavier Deleon,0.0,Former competitive halo player.  Rising Melee player. U.S. Army Soldier.,"Austin, Texas",None,None,False,277
2011-04-08 11:52:22,279003658,ZAVEgg,Xavier Deleon,0.0,Former competitive halo player.  Rising Melee player. U.S. Army Soldier.,"Austin, Texas",None,None,False,277
2011-03-24 11:25:41,271374993,Kristen_Claudio,Kristen,0.0,♎💍💘,New York,None,None,False,166
2013-10-18 00:43:28,1967886913,cremepufflarry,ruby,0.0,🌴,paradise coming soon...,None,None,False,3990
2013-08-02 10:40:27,1640189881,kinglyhes,tash,0.25,"i don't have much but i'd still give you everything i've got just to see you smile, h",home isn't a place,None,None,False,2094
2016-12-03 13:24:55,805040115412180994,jinkkki,shinee is five,0.35,i love lee jinki so much,None,None,None,False,1479
2017-12-06 07:03:19,938302817185525760,homo_mentiens,tick_tock_my_@$$,0.0,"“Why was it that they could never shout like that about something that mattered?” - George Orwell, 1984",None,None,None,False,265
2013-10-14 16:59:43,1961047700,anne_vis,Anne Vis,0.0,Engaged artist and designer - Comments on life in Dutch and English,None,None,None,False,278
2011-08-11 14:36:53,353082334,barbaravitali2,Barbara Vitali,0.0,Photo Movie  Music Tv Art Books News Fashion Sports  Animals,Italy,None,None,False,2139
2010-07-29 06:34:37,172242410,yudii180196,Yudii,0.0,20 Malaysia IG- yud9601,"Kelang, Selangor",None,None,False,61
2015-05-21 19:57:57,3293301730,lukespendeja,stephanie,0.35,that’s cool baby,Ya tu sabe,None,None,False,4099
2015-03-25 13:36:23,3114954688,EagerElephant,Eager Elephant,0.003,"Throw back the little ones And pan-fry the big ones Use tact, poise and reason And gently squeeze them",Moved upstate,None,None,False,2399
2018-04-13 11:53:43,984761548374663168,GnarOmar,Gnar Omar,0.05,"Not a “BOT”. Why use real info so a fascist group can contact my employer, cost me my livelihood & ability to provide for my family based on different beliefs.","Alaska, USA",None,None,False,13
2018-04-10 21:37:42,983821345808101376,b_sovey,B.Sovey,0.0,None,None,None,None,False,4
2018-03-25 21:17:59,978018181120962560,ChatWithMarsue,Marsue of the Fallen,0.395,"A small YouTuber who love to RP, play games, love to chat with friends, and always stay positive :D (also the arts are not mine, their used for RP)",None,None,None,False,49
2017-06-05 05:23:10,871598248854601728,MoneyInAShoeBox,Janelle Monae Fan Acc,0.0,BL☺️☺️M B☺️Y,Eric Foremans Basment 3:27pm,None,None,False,108
2014-06-18 08:39:11,2574439226,AliMacLeod10,Ali MacLeod,0.317,"Fundraiser, traveller, tennis fan and waster of much time. Tweets my own. RT for fun, info and sometimes disbelief, not necessarily agreement.",None,None,None,False,337
2014-03-12 15:21:32,2385420535,foreigncorr1,David Pratt,0.158,"Journalist, photographer, broadcaster, author. Contributing Foreign Editor @heraldscotland @Cable_mag and contributor @BBCRadioScot. Views own",Currently Middle East roaming,None,None,False,5436
2011-12-05 06:04:38,428802814,ShahrulAnaz,Shahrul Anaz,0.0,All views expressed here are my personal expressions of state of mine. It does not represent any official position.,"Manila, Philippines",None,None,False,395
2014-09-01 10:06:16,2783891701,legendszain,eva,0.0,will you sway with me? go astray with me?  #BLM #FreePalestine  fan account,Honeymoon ãve.,None,None,False,847
2013-06-21 03:01:24,1535589986,reva_anisa2,chanyeol fangirl,0.0,"im just a dust that is visible from afar, but i’ll alw support you. now, later, and whenever it is🔥❣️ #exol #buddies #wannable #sone #elf #reveluv #shawols","Tangerang, Banten",None,None,False,3361
2009-04-14 18:54:06,31194096,Krissy_Caster,SigGirl 🇺🇸,0.8,Proudly followed by Patriot @GenFlynn @ThomasWictor @DrawandStrike @Scaramucci @Debradelai #JusticeForGander256   **Conspiracy Theorists will be Blocked,None,None,None,False,1648
2014-03-10 12:01:08,2399355442,ELechwacka,Ewelina Lechwacka,0.0,None,England,None,None,False,50
2016-03-22 20:59:33,712383235431473152,kimberley_lambe,Kimberley Lambe-Pentony,0.0,None,"Newry, Northern Ireland",None,None,False,100
2013-02-16 00:11:45,1184127986,smalls___,Smalls,0.0,Gotta keep the peace like a Buddhist; Namaste,None,None,None,False,460
2011-09-04 03:07:03,367516990,BharatJagrit,Jagrit Bharat,0.0,An awareness effort in service of India,None,None,None,False,185
2015-06-21 03:53:15,3338279770,QuotesfromFF,Final Fantasy Quotes,0.0,Quotes from all across the dimensions of Final Fantasy Run by @YungWingss,None,None,None,False,375
2012-06-03 13:58:58,598353851,allkquotes,Korean Quotes,0.0,None,None,None,None,False,72
2015-08-16 06:08:57,3425274783,17c5ea05f8e941a,Sue Martell,0.267,"I'm a mother of four amazing children, with four wonderful grandkids. I adore them all dearly. 🤗",None,None,None,False,46
2011-02-12 10:01:14,251048087,Mfondiny,Mfondiny,0.0,@VernacNews Cape Town,South Africa,None,None,False,5143
2010-12-20 14:39:27,228732750,FloMasebe,Mme a Masakona,0.0,"I tell African stories on film and television.  I won't always tweet in English... don't expect translations, don't ask for them.  florencemasebe@gmail.com",South Africa,None,None,False,103429
2012-03-06 10:00:35,516391428,phethani4,Mangaliso Sobukwe,-0.3,REVOLUTIONARY PAN AFRICANIST WRITERPOET JAZZ FANATIC  PAC PASMAHASTA LA REVOLUCION SIEMPRECHELSEA FC.,"Pretoria, South Africa",None,None,False,3445
2010-10-13 07:58:49,202086436,presh06,#MADIKIZELAMULTIPLIED,0.0,Artivist,Azania,None,None,False,2048
2018-03-06 14:03:33,971023483244335105,Nkalo12,Olo's father,0.0,None,None,None,None,False,55
2017-06-27 19:49:14,879788733511467009,Neoguardian86,Adam B,0.0,None,Somewhere,None,None,False,32
2014-02-25 13:46:45,2364951017,ScottScodean,Scott,0.0,None,"Inman, SC",None,None,False,4
2009-05-04 18:22:26,37719365,_Finessebro,I'm fuxxk'n yo btxh,0.0,♎ #LibraGang ♎ #CavsNation,None,None,None,False,1426
2016-10-14 04:38:51,786788332042752000,WonderWinged,BULLSHIT BUSTER,0.0,TRUTH TO POWER !!  LOYALTY TO KNOW ONE EXCEPT GOD AND CONSTITUTION .. A SEPARATE POWER !,"Palo Alto, CA",None,None,False,452
2012-06-03 04:20:04,598087728,annnalie,Moon Juice 🦋,0.0,thriftgang,atl,None,None,False,939
2018-04-21 18:42:09,987763435789344768,nprivateinvest,The N Private Investigations,0.2,"Christian, comics enthusiast, learning how to become a software engineer while trying to have a great idea before finishing college. also a Hamilton fan btw!",in a galaxy far far way,None,None,False,7
2017-08-30 14:38:11,902903277263749123,ShftingParadigm,🇳🇴 Norwegian ✝️ Dissident 🇳🇴 #NOWARINIRAN,0.25,"John 3,16 : For so did God love the world that He gave His only begotten Son so that whoever believes in Him shall not perish but have everlasting life .",Norge,None,None,False,259
2012-09-01 18:18:28,796604419,Phil_Free_,Phil Free,0.433,"Old skool music, YNWA, Street art, boxing, politics, depression, likes a good rant about life :-)",Essex. U.K,None,None,False,2260
2015-01-27 13:14:56,3001311789,ltlstonecottage,Little stone cottage,0.0,None,None,None,None,False,225
2013-02-14 09:30:32,1178347693,irl_vince,V,0.4,As free as a cloud ☁️ SMC 2018 Sinagtala ✨,"Davao City, Davao Region",None,None,False,821
2016-07-14 16:53:15,753633468416798720,TamponsForTrump,Tampons Be Best!,0.0,None of it matters if Trump is not removed from office soon,An America I don't understand,None,None,False,2430
2009-03-15 22:22:52,24597757,joanvw09,Joanna,-0.037,"Incurable optimist, fan of all things educational, literary, and musical, and grateful to be living and music-ing in Canada!",Canada 🇨🇦,None,None,False,1304
2013-06-13 17:53:09,1514067583,anartdecodiva,HAPLESS DIVA 👙,-0.247,@anartdecodiva  Undomesticated Loathe stereotypes.  Don't fucking judge! Vegevoire.  *A*  BRASS OVUM! FUCK THE NRA!!! Messy reptilian brain... Ally 🌈,In the ethers...,None,None,False,1863
2017-10-26 00:06:44,923340078201450496,Chnlswmr17,mds,0.0,Making mistakes one moment at a time. Waiting for open heart surgery. Opining on shitty logic.,"Portland, OR",None,None,False,1287
2018-05-07 16:57:05,993535201157447680,MaryDel37704102,Mary Delgado,0.0,None,None,None,None,False,1
2011-09-28 07:35:31,381389030,sakaphotogrfx,Sakaphoto Graphics,0.0,Sports photographer -- 坂本信幸 -- 209 Neuro Cardiogenic Syncope has taken over what is left of my life.,"Central Valley, CA",None,None,False,295
2010-08-23 01:00:31,181771843,noahneville,#1 Hoobastank Fan 🍋,-0.138,tired of trumps sour politics? check out http://lemonparty.org,"Los Angeles, CA",None,None,False,159
2016-07-26 21:35:23,758053124804190208,1hippoallalone,R.B.,0.042,"Madder than a wet cat about politics right now. Midwestern liberal writing about politics, social justice, & the arts. #resist #indivisible #ImWithHer",None,None,None,False,397
2016-12-26 20:26:19,813481084780474369,fitzyE45,Mamo Fitz,0.0,A person who likes politics and stuff,Ireland,None,None,False,758
2009-04-21 05:11:08,33820678,ThisIsGinaMo,Gina,0.517,"Moderate Christian Democrat. Biotech, Blogging, Activist, Volunteer and Proud Feminist. Mom of two boys and lovingly harboring a Republican husband!","California, USA",None,None,False,423
2016-06-16 03:15:20,743280772891611137,KarhuAmy,Amy Karhu 🇱🇷 #BoycottNRA🚫,0.0,"@MomsDemand and @Everytown member. Mother, Teacher, Democrat, Equal Rights supporter. I believe in building bridges not walls.",None,None,None,False,313
2011-12-07 02:39:57,430364646,penny_bernath,WasItSomethingISaid?,0.0,"Red State Liberal Loves People, Laughing, Rivers, Wine, Facts, Politics, MotherEarth, Art, Movies, My Dog & My Kids.","Atlanta, GA",None,None,False,4716
2009-07-31 00:53:09,61647981,raggedymary,Maryellen Hamernik,0.0,None,None,None,None,False,161
2016-09-14 03:15:01,775895600822906882,lizzie_kent75,she persisted 🌊🇺🇸🌊,0.05,"Never doubt that a small group of thoughtful, committed citizens can change the world; indeed, it's the only thing that ever has #TheResistance #BlueWave2018",None,None,None,False,1401
2018-04-19 00:18:26,986760899590479872,CutewarezFamily,The Botfather,0.3,"A company making freely available, open source chatbots :3 https://www.youtube.com/channel/UCMB2Ft_xkR6oKprkTQ5EpIg",None,None,None,False,0
2011-02-06 19:22:48,248326821,debette_goldry,INeedARealPresident 🌊🆘 🇺🇸🇺🇸,0.133,I employ people. Oh so Liberal. My 💜is in Chicago. BS USHistory. How did we elect that bastard? #TheResistance #RESIST #MAVA #nevertrump #indivisible,IN (don’t blame me for Pence),None,None,False,2564
2011-10-12 22:08:26,389724317,sportzaholicbme,kaechaunjohnson,-0.1,Your fav wide receiver has no catches,None,None,None,False,21
2017-01-24 21:23:34,824004742087081985,LorettaBower3,Loretta Bower,0.0,None,None,None,None,False,1570
2015-06-30 18:49:16,3352134279,iesjess,🌸,0.0,#endthestigma,Netherlands,None,None,False,41
2017-11-19 18:39:36,932317449109860353,blinklyricbot,blinklyricbot,1.0,all the best blink-182 lyrics every hour,None,None,None,False,0
2016-05-26 03:43:44,735677774073974785,Spinosauridae,L0s3r,0.0,She/Her/♏ No DMs please.,"Utah, USA",None,None,False,84
2013-03-12 00:40:12,1260743282,_samj25,sam,0.0,make yourself a priority ☀️,None,None,None,False,142
2016-11-27 08:20:49,802789261833596928,mythr89,Bharath Vasi,0.0,"Pragmatic Unapologetic Dharmic,Humble Brahmin,Techie, Zen Minimalist, Startup Struggler, Admires @TrueIndology @jsaideepak @Prof_HariOm @hstapanghosh","Hyderabad, India",None,None,False,195
2015-09-14 22:54:34,3565028294,972_834,Jose Enriquez,0.0,#Humanrigts ..#Civilrights.. #equality   Support #LGBTQ #Blacklivesmatter all colors matter #immigrants matter #resistance #indivisible #UnitedResistance #FBR,None,None,None,False,6613
2013-11-01 12:02:15,2163248447,curran_marlene,Marlene Curran,0.0,None,None,None,None,False,2135
2016-11-03 17:18:41,794227308907229185,VochoPerron,Vocho,-0.312,U know what I mean,Puebla de Los Angeles,None,None,False,39
2018-02-05 22:00:57,960634375942692865,95JMNSFW,*ೃ . ⋆,0.0,babydoll,17  sub  she/her,None,None,False,439
2018-02-05 22:00:57,960634375942692865,95JMNSFW,*ೃ . ⋆,0.0,babydoll,17  sub  she/her,None,None,False,439
2014-09-18 19:33:53,2817740197,TWEETMYCOMMENT,WhatIgottosayis,0.25,"I may write things that you may not want to hear but it's my opinion only, sometimes you will agree and sometimes you may not, but it's ok",United States,None,None,False,178
2016-10-14 10:47:47,786881177713913857,_jeonjungshookt,lara,0.0,knj • ksj • myg • jhs • pjm • kth • jjk • bang pd HAHAHAHAAHAHHAAHHA si bang pd talaga gusto ko eh (fan account),None,None,None,False,867
2012-04-20 00:30:05,558264207,Jenlskelly,Jen Skelly,0.118,"Newly deprogrammed ex-Republican, Healthcare Professional, Wife, Mom, Adopt don't shop🐾🇺🇸🏳️‍🌈✊🏻✊🏿✊🏽✊🏼✊🏾",None,None,None,False,2625
2008-12-02 21:06:35,17818662,bringonthesong,Frizz with the Smokey Eye,0.083,"Canadian. Somewhat snarky. Massive dork. Love research & organized subfolders. On PSN as DarthFrizz. Blocked by Roger Stone, David Duke & Jerry Falwell Jr.",Toronto,None,None,False,2180
2011-01-11 16:56:36,236907848,SamuelOsborne11,Sam Osborne,0.0,🤙🏼,London.,None,None,False,526
2011-11-10 18:38:18,409430647,nathanielbumpo,Free Two-BearArms,0.8,"**GOD, GUNS & GUTS made this country GREAT **RVN vet **Buckeye",None,None,None,False,11625
2013-06-09 14:40:49,1495747434,lauracgilleslil,Pragmatist 🇺🇸,0.0,I like cats,None,None,None,False,7081
2013-01-12 18:34:17,1083780169,shantasticx,shan✨,0.0,I stan Charlie Cox & Trixie Mattel☀️💖,St.Helens.,None,None,False,201
2017-10-12 02:30:19,918302785011093504,HowardA_Esq,Howard,-0.05,"Author of 'Goodnight Loon: Poems & Parodies to Survive the Trump Presidency'. Attorney, writer, pianist, parodist. Love equality hate nazis.","New York, USA",None,None,False,6062
2009-06-25 09:43:47,50602689,kikilaakiki,Horlicks,-0.2,there s a monster trapped in my belly.,In Your Dweaamm,None,None,False,110
2009-10-24 15:57:03,84879125,Leader_Kimochi,Norain,0.0,None,None,None,None,False,70
2013-11-08 19:04:59,2182757790,windwalkinghes,G,0.0,Lovin’,None,None,None,False,3828
2015-03-03 12:08:43,3067694219,WaloMelon,HONEY✦BUTTA,0.0,im dying scoob,hell,None,None,False,85
2014-01-15 09:39:42,2292454741,fipsyfipsalis,𝙵𝚒𝚙𝚜𝚢,0.0,𝙵𝚕â𝚗𝚎𝚞𝚛,Worldwide,None,None,False,942
2018-05-04 17:34:43,992457505794965504,idIe_kr,ًً📌,0.0,〔 ✩*ೃ.⋆ #⃞𝕓𝕥𝕤 𝕒𝕟𝕕 #⃞𝕚𝕕𝕝𝕖 𝕝𝕠𝕧𝕖𝕫𝕠𝕟𝕖 ˘͈ᵕ˘͈ 〕,None,None,None,False,407
2016-05-19 01:16:07,733103911188451328,nonayousef7,NONA ❤ SUSHANT,0.45,"a woman has a child heart ,I am here fr @itsSSR he is my love ,my life,my everything  ♥♥♥ I'm soaked in true love wid my boy (wish him on 21 Jan)  #WeLoveYouSSR","الدقهلية, مصر",None,None,False,1157
2017-05-23 02:58:49,866850877524426753,MitchellStJohn2,Botruch Spinoza,0.0,None,None,None,None,False,1
2012-06-04 20:40:22,599545292,Rogsteb,ROGER STEBBINS,0.0,None,"Michigan, USA",None,None,False,11
2014-02-07 14:34:52,2331953406,Kimbinssi,-,0.0,HACKED!,None,None,None,False,2951
2017-10-07 01:57:26,916482567121113088,maaarkleee,6ix 9ine is a child molester,-0.7,"music, bad jokes, mma, doggers, memes.",Hellinois,None,None,False,180
2016-09-22 23:15:54,779096917083058177,SUShitposting,Su At Random,0.0,"i crave death [shitposting theories otps and randomness] [if bot stops, please tell @HvmanWriter]",BOT LAND,None,None,False,169
2016-07-09 19:13:20,751856782960500736,autist_ebooks,ragingautist_ebooks,0.0,Ebooks account for @theragingautist,"Colorado, USA",None,None,False,73
2016-11-15 07:09:32,798422665803526144,Tball2hardCurl,Taylor Curlee,0.0,✨♐️✨,"Daytona Beach, FL",None,None,False,214
2017-01-11 15:10:32,819199821596725248,OfSymptomatic,𝙰𝚞𝚜𝚜𝚒𝚎.,0.0,❝𝘛𝘩𝘦𝘳𝘦 𝘪𝘴 𝘯𝘰 𝘛𝘩𝘦𝘮. ⠀⠀⠀⠀ ⠀⠀⠀⠀ ⠀ ⠀ ⠀ ⠀ ⠀⠀⠀𝘛𝘩𝘦𝘳𝘦 𝘢𝘳𝘦 𝘰𝘯𝘭𝘺 𝘧𝘢𝘤𝘦𝘵𝘴 𝘰𝘧 𝘶𝘴. ❞ ⠀ ⠀⠀ ⠀⠀⠀⠀⠀⠀ ⠀ ⠀⠀ ⠀⠀ ⠀ ⠀⠀ ⠀⠀⠀⠀⠀⠀ ⠀ ⠀⠀ ⠀⠀⠀⠀,mvssunclaimed,None,None,False,121
2013-10-06 03:19:12,1939591122,I_Fuck_Pans_Stu,Girl of the Follies,0.2,"My ooc and personal art and life account, posts nsfw tweets including pictures, cam get graphic, follow at your own risk",None,None,None,False,210
2010-09-04 13:25:14,186809279,ishakaa,Abdul,0.867,Nigeria Is A Great Country & Our Best Is Yet To Come:Determined To Challenge The Corruption/Lies In Our Media:Very Proud Of Our Gallant Troops 🇳🇬🇳🇬🇳🇬,ABUJA 🇳🇬,None,None,False,1087
2009-02-27 06:02:54,22113821,Nbflat2,Alyssa,0.0,Teacher * Musician * Future Doctor,USA,None,None,False,424
2017-11-05 12:16:55,927147715414384640,lvogel55211810,LINDA & JULIAN,0.2,REAL GIRL GURU -3 MEI 1965,"Amsterdam, Nederland",None,None,False,0
2018-05-07 02:53:54,993323007811694593,IDieSlowly,-,0.017,"yo fake account but real tweets it's a coping mechanism . im 19 .  won't be in this world for long , enjoy me while you can bitch, I'm hot af btw but won't see",shithole,None,None,False,13
2013-09-26 09:51:08,1907317668,solitaryseabird,Maire Foyle 🌈,0.05,"the poor, the earth, the divine, love, respect, integrity, hope",Australia,None,None,False,1349
2018-04-29 01:40:21,990405395205124096,OT1Jungkook,jungkook’s stan,-0.2,fuck off my account if you can’t insult me enough to want to die,My Head Up My Ass,None,None,False,1
2010-04-02 06:40:32,128800451,lisa_johanna,LisaJo,0.318,"Copy editor, bookworm, Jakarta princess, catless cat lady, 80s nut, I love the New 52 Superman (fight me)",Jakarta,None,None,False,446
2010-12-01 02:43:32,221600334,_ohsoMia,Mye.,0.208,Just trying to be doer of God’s word. Check out my love letters to the Lord in the link below! 👇🏿,Drifting on a memory..,None,None,False,671
2009-11-05 14:36:59,87701046,sachinkraju,Sachin Raju,0.0,None,None,None,None,False,27
2016-09-22 23:15:54,779096917083058177,SUShitposting,Su At Random,0.0,"i crave death [shitposting theories otps and randomness] [if bot stops, please tell @HvmanWriter]",BOT LAND,None,None,False,169
2012-06-26 07:20:39,618827306,6string_graham,Uninvited XIII,0.0,"I can only show you the door. to speak is blasphemy, silence is a lie. INTP-A.",the tesseract,None,None,False,67
2010-08-01 03:27:45,173332710,queerjhs,rez,0.0,This is A Hetero-free Zone. No Hets Allowed! - [fan account],they/them,None,None,False,10972
2016-08-18 02:01:10,766092544728035333,istanthelegends,mika,0.0,louis tomlinson deserves the world,bay area,None,None,False,1449
2008-12-08 18:38:36,17968903,KevinMarshall,Kevin Marshall,0.006,"2006 Time Person of the Year. Writer/Producer for TV, Social & Digital (credits: @Spike/@ParamountNet, @WWE, others). Opinions & tweets are mine & mine alone.","Ridgewood, Queens",None,None,False,2511
2012-05-24 01:26:09,588726745,georgeeD_,geemo,0.0,None,None,None,None,False,321
2017-08-10 22:01:21,895767047740805124,CarKees243,Kees,0.0,I like to games🎮14PhsMusic🎶God 1st🙏Future Architect🌁Photographer📸Rapper🎧🕵️‍♂️,None,None,None,False,13
2013-09-30 22:03:23,1921438184,reply2avi,Abhishek Kumar,0.0,Dreamer 2day.... Achiever to be,"Bengaluru, India",None,None,False,51
2014-01-19 00:01:06,2298698641,ImNashGriers,Nash Grier,-0.049,CLICK BELOW TO WATCH MY NEW VIDEO WITH MY LITTLE SIS!,None,None,None,False,4399
2013-02-09 00:40:46,1161592772,Plague_Prayer,PlaguePrayer,0.0,Metal/Hardcore Punk vegetarian 🌱  tech enthusiast.,Bedroom or the pit,None,None,False,991
2013-03-07 17:38:39,1249655137,vegan_bussy,plant based penis,0.3,"I'm powerful, with a lil bit 'o' tender",Orlando,None,None,False,236
2016-07-31 05:10:36,759617234708918273,16dezzylove16,Deezy Love 💕💖💞,0.0,🙌JESUS_IS_MY_FATHER🙌 💖GOD 1st💖 🙉I have a Twin🙊 🎧NFREALMUSIC🎧,"Alabama, USA",None,None,False,66
2016-07-03 09:52:12,749541238819422209,MissSarah_Jay,SarahJayGee,0.0,"#Literature Grad, #MastersStudent #Psychology #SingleParent, #Student, Anglo #Irish, displaced #Londoner-in -Kent. #blogs abt#singleparenthood. #Labour #Blonde","Kent, UK",None,None,False,2439
2016-09-28 17:38:03,781186219191312384,jackieg_1013,jacqueline♎️,0.0,@_ThatBroDeuce ❣️ dhs v. cheer🐾,"Dilley, TX",None,None,False,201
2010-10-27 13:35:56,208544788,Kwv208,🌸Noc'po Dlamean🌸,0.0,None,None,None,None,False,150
2016-09-05 01:55:35,772614116963856384,evelynperez__13,eve 🌻,0.0,7.13.17 // @MarkC1N ❤️,With Mark,None,None,False,279
2018-05-09 16:09:12,994247925910986755,peace_again1,Peace Again,0.4,"The political war is one that needs to end. We must work together, if we want to make this country truly great.",United States,None,None,False,3
2016-10-29 18:40:39,792435996524556289,mictusstone,Michael Stone,0.087,"Forever young Renaissance man, husband, father of 4, & grandfather who believes in God, the Catholic Church, Country, and Family. Completely Fed up with DJT!","Texas, USA",None,None,False,162
2013-06-20 05:15:39,1532897456,lexissweet_,alexis🦄,0.0,20. ksu sc: lexissweet,"Kennesaw, GA",None,None,False,1095
2011-01-11 10:48:58,236781472,NicolaGeorgex,Nik 💗,0.0,Believe You Can... And You Will ❤💪      Motherwell FC 💛❤⚽️,None,None,None,False,892
2017-03-17 15:13:55,842755887026524160,BTSsmileforever,My Ruin~ 💛,0.25,You can simply smile and I'll fall to pieces~ Pied Piper is fighting Serendipity for best girl. Young forever is the undisputed queen. @BTS_twt Fan account,None,None,None,False,144
2017-08-02 16:39:43,892787003661725696,AlyssaNRiggs,Alyssa Riggs,0.0,Jesus lover & dog mom,"Zebulon, GA",None,None,False,217
2015-05-19 22:07:03,3220794800,olivebrinker,Olive,0.125,Olive Rae Brinker  22  She/Her  Computer Art @ SVA  I make a comic called Rae the Doe. Icon by @keroberrycola,NJ / NYC,None,None,False,6370
2010-06-01 12:23:08,150631424,Xray950,"fuckin' trap magic, baby",0.0,jackie  22  sweden  socialist degenerate and pop culture vulture  kolla in min podcast @patrullenpodd  icon courtesy of @johncosntantine,Sweden,None,None,False,121
2015-12-09 11:41:57,4426251034,UnendingVoid13,Tallulah,0.0,None,"Portsmouth, England",None,None,False,67
2009-07-17 01:02:33,57503601,mptxt,Mr. Wario and 10 others,0.0,"SUBSCRIBE to us on @Youtude, LIKE us on @Fracebook, FOLLOW us on @Tumlr, and LISTEN to us on @Bamcamp!",Download my album,None,None,False,2910
2017-05-17 21:53:12,864962028376662020,thebestposter,wtl,0.0,"It's a me, Mario! Hello! Chat with me on Discord wtl#1917",Minus World,None,None,False,23
2018-02-19 03:05:03,965421947763900417,HgreggIsMyWife,Boopidee,0.0,"VIVA LA GAUNTLET / Add me on Discord Boopidee#1379 / Guy, I like the tiddy / Follow me on Tumblr http://boopidee.tumblr.com/",ur mom,None,None,False,40
2013-03-02 21:11:17,1236465925,addamschloe,Chloe 'Chloe 'Chole 'Chloe' Adams' Addams' Adams,-0.2,"(she/her or they/them) ⚧ Linguistics student. World's worst goth girl. Never shuts up. Likes video games, music, and you. http://curiouscat.me/addamschloe","Canterbury, UK",None,None,False,6060
2013-06-19 00:53:49,1529281777,HiVoltWriter,Calvin On Infinite Earths,0.167,Writes code sometimes. 007 fan. Loves the Fast & Furious movies unironically. A goddamn princess. Welcome to my tweets. (He/Him) #AFoL #BlackLivesMatter,Straight Outta Brampton,None,None,False,835
2015-09-13 02:54:52,3637708277,mathmelon9,TrustBustinBoi🇺🇸,-0.125,"Amateur Catholic, Progressive Conservative.","Midwest, USA",None,None,False,25
2014-12-09 04:31:31,2912178455,abinormalish,nabs premium plus,0.0,"boo. he/him probably writing something and it's definitely an essay. Tweet about horror, politics, and games. Blees.",None,None,None,False,221
2012-06-21 23:24:54,614666590,HRETNUH,hunter h,0.0,hello! i would do anything for you,tampa,None,None,False,176
2015-01-26 20:06:00,3000311176,GayMafiaCobra,Cultural Liberalist,0.05,Member of Mark Dice’s LGBT mafia / Chad Kroeger fan / Dog mom / Santaist / Cho’Gath enthusiast / Former professional shitposter / Anti-boomer,"Massachusetts, USA",None,None,False,747
2015-08-04 18:33:06,3403041177,hurgling,It's Erin!,0.0,22/She-Her or They/Them Pronouns. Icon from Jem and the Holograms by Sophie Campbell. Call me Erin.,None,None,None,False,223
2012-09-20 00:07:51,834391345,rogowhiskey,☢️ roach rancher 🤠,0.0,🐬☢️👽 The dialectic must flow. Licensed redistributor of @archillect content. Brutalism respecter. All cats are buddies. He/They. Scientologist by birth.,Cyberia,None,None,False,694
2012-11-20 14:45:39,960590742,erifKP,PKFire 🔥👦,0.012,rando who mostly uses this website for lurking and faving dumb shit. If you follow me and see weird stuff it's your own fault,None,None,None,False,31
